algorithm,infile,outfile,file_bytes,file_kb,has_tag,elapsed_ms,throughput_mb_s,cpu_user_s,cpu_system_s,rss_mb_before,rss_mb_after,rss_mb_delta,repeats
PRINCE,256KB_6.bin,PRINCE_256KB_6.bin,262144,256.0,0,2493.740166666612,0.10025102187537668,2.4739583333333335,0.005208333333333333,14.34375,14.8203125,0.4765625,3
RECTANGLE,256KB_6.bin,RECTANGLE_256KB_6.bin,262144,256.0,0,8426.636266667023,0.029667828548494143,8.369791666666666,0.015625,14.5703125,15.67578125,1.10546875,3
ASCONv2,256KB_6.bin,ASCONv2_256KB_6.bin,262144,256.0,1,548.5959999999371,0.4557087547120807,0.5364583333333334,0.0,14.30859375,15.0625,0.75390625,3
LEA,256KB_6.bin,LEA_256KB_6.bin,262144,256.0,0,1607.5019000005948,0.15552081151500194,1.609375,0.0,14.30859375,14.81640625,0.5078125,3
MSEA,256KB_6.bin,MSEA_256KB_6.bin,262144,256.0,0,450.57316666740616,0.554848842528919,0.4479166666666667,0.0,14.5625,15.71484375,1.15234375,3
AES,256KB_7.bin,AES_256KB_7.bin,262144,256.0,0,0.23799999992964635,1050.4201683777349,0.0,0.0,14.30859375,14.81640625,0.5078125,3
PRESENT,256KB_7.bin,PRESENT_256KB_7.bin,262144,256.0,0,9558.100133332724,0.026155825583805623,9.463541666666666,0.036458333333333336,14.5625,15.67578125,1.11328125,3
XTEA,256KB_7.bin,XTEA_256KB_7.bin,262144,256.0,0,588.4056666673132,0.4248769414747172,0.5885416666666666,0.0,14.30859375,14.81640625,0.5078125,3
SIMON,256KB_7.bin,SIMON_256KB_7.bin,262144,256.0,0,2871.908799999801,0.08705011802603806,2.8541666666666665,0.015625,14.5625,15.67578125,1.11328125,3
PRINCE,256KB_7.bin,PRINCE_256KB_7.bin,262144,256.0,0,2505.146966666871,0.09979454432273413,2.4895833333333335,0.0,14.30859375,15.67578125,1.3671875,3
RECTANGLE,256KB_7.bin,RECTANGLE_256KB_7.bin,262144,256.0,0,8259.169666666518,0.030269386644154322,8.213541666666666,0.020833333333333332,14.30859375,14.81640625,0.5078125,3
ASCONv2,256KB_7.bin,ASCONv2_256KB_7.bin,262144,256.0,1,549.4490333330759,0.45500125550034415,0.546875,0.0,14.5625,14.8125,0.25,3
LEA,256KB_7.bin,LEA_256KB_7.bin,262144,256.0,0,1540.6029333328963,0.1622741295572878,1.5364583333333333,0.0,14.5625,15.6875,1.125,3
MSEA,256KB_7.bin,MSEA_256KB_7.bin,262144,256.0,0,449.4872333331538,0.5561893229895217,0.4427083333333333,0.0,14.30859375,15.71484375,1.40625,3
AES,256KB_8.bin,AES_256KB_8.bin,262144,256.0,0,0.1609999999345746,1552.7950316869085,0.0,0.0,14.30859375,15.3125,1.00390625,3
PRESENT,256KB_8.bin,PRESENT_256KB_8.bin,262144,256.0,0,9651.907966667446,0.025901614568162788,9.583333333333334,0.015625,14.30859375,14.81640625,0.5078125,3
XTEA,256KB_8.bin,XTEA_256KB_8.bin,262144,256.0,0,589.4410000000789,0.42413065938739675,0.5729166666666666,0.010416666666666666,14.5625,15.67578125,1.11328125,3
SIMON,256KB_8.bin,SIMON_256KB_8.bin,262144,256.0,0,2864.900000001095,0.08726308073576894,2.84375,0.0,14.30859375,15.67578125,1.3671875,3
PRINCE,256KB_8.bin,PRINCE_256KB_8.bin,262144,256.0,0,2514.507833332876,0.09942303487224986,2.4895833333333335,0.010416666666666666,14.30859375,14.81640625,0.5078125,3
RECTANGLE,256KB_8.bin,RECTANGLE_256KB_8.bin,262144,256.0,0,8326.57860000048,0.030024336766602506,8.276041666666666,0.015625,14.5625,15.6796875,1.1171875,3
ASCONv2,256KB_8.bin,ASCONv2_256KB_8.bin,262144,256.0,1,543.163233333568,0.46026679395376113,0.5364583333333334,0.0,14.3125,14.81640625,0.50390625,3
LEA,256KB_8.bin,LEA_256KB_8.bin,262144,256.0,0,1583.437533333684,0.15788434639013732,1.5572916666666667,0.010416666666666666,14.56640625,15.69140625,1.125,3
MSEA,256KB_8.bin,MSEA_256KB_8.bin,262144,256.0,0,438.4641666668661,0.5701720208984458,0.4322916666666667,0.0,14.3125,14.8203125,0.5078125,3
AES,256KB_9.bin,AES_256KB_9.bin,262144,256.0,0,0.14876666621906529,1680.4839844422156,0.0,0.0,14.57421875,15.32421875,0.75,3
PRESENT,256KB_9.bin,PRESENT_256KB_9.bin,262144,256.0,0,9488.961066666889,0.0263464038100238,9.416666666666666,0.036458333333333336,14.3203125,15.6875,1.3671875,3
XTEA,256KB_9.bin,XTEA_256KB_9.bin,262144,256.0,0,573.0101999997714,0.4362924080585297,0.5625,0.0,14.32421875,14.828125,0.50390625,3
SIMON,256KB_9.bin,SIMON_256KB_9.bin,262144,256.0,0,2850.610333333558,0.0877005170003875,2.828125,0.010416666666666666,14.57421875,15.6875,1.11328125,3
PRINCE,256KB_9.bin,PRINCE_256KB_9.bin,262144,256.0,0,2487.2579666674333,0.1005122923919966,2.4583333333333335,0.015625,14.3203125,15.6875,1.3671875,3
RECTANGLE,256KB_9.bin,RECTANGLE_256KB_9.bin,262144,256.0,0,8352.643566666908,0.029930643873956376,8.291666666666666,0.020833333333333332,14.3203125,14.828125,0.5078125,3
ASCONv2,256KB_9.bin,ASCONv2_256KB_9.bin,262144,256.0,1,562.0821333335092,0.444774856153742,0.5572916666666666,0.0,14.57421875,14.82421875,0.25,3
LEA,256KB_9.bin,LEA_256KB_9.bin,262144,256.0,0,1590.492133334313,0.1571840531369993,1.578125,0.005208333333333333,14.57421875,15.69921875,1.125,3
MSEA,256KB_9.bin,MSEA_256KB_9.bin,262144,256.0,0,449.186099999982,0.556562191038436,0.4479166666666667,0.0,14.3203125,15.7265625,1.40625,3
AES,512KB_0.bin,AES_512KB_0.bin,524288,512.0,0,0.33240000023700605,1504.2117919479324,0.0,0.0,14.5703125,16.57421875,2.00390625,3
PRESENT,512KB_0.bin,PRESENT_512KB_0.bin,524288,512.0,0,19019.923366666262,0.02628822368844476,18.90625,0.041666666666666664,14.56640625,16.1796875,1.61328125,3
XTEA,512KB_0.bin,XTEA_512KB_0.bin,524288,512.0,0,1181.476233333645,0.4231993720171615,1.1666666666666667,0.010416666666666666,14.578125,17.234375,2.65625,3
SIMON,512KB_0.bin,SIMON_512KB_0.bin,524288,512.0,0,5780.602399999528,0.0864961755543057,5.760416666666667,0.0,14.5859375,16.8125,2.2265625,3
PRINCE,512KB_0.bin,PRINCE_512KB_0.bin,524288,512.0,0,4980.543266666548,0.1003906548400788,4.953125,0.010416666666666666,14.58203125,16.8046875,2.22265625,3
RECTANGLE,512KB_0.bin,RECTANGLE_512KB_0.bin,524288,512.0,0,16908.609800000097,0.029570733839987078,16.734375,0.057291666666666664,14.5859375,16.82421875,2.23828125,3
ASCONv2,512KB_0.bin,ASCONv2_512KB_0.bin,524288,512.0,1,1116.5248999993007,0.4478180468705294,1.109375,0.0,14.59375,15.60546875,1.01171875,3
LEA,512KB_0.bin,LEA_512KB_0.bin,524288,512.0,0,3176.8591333329823,0.15738815572707754,3.1458333333333335,0.010416666666666666,14.60546875,15.61328125,1.0078125,3
MSEA,512KB_0.bin,MSEA_512KB_0.bin,524288,512.0,0,884.9155666660712,0.5650256576271512,0.875,0.0,14.60546875,17.24609375,2.640625,3
AES,512KB_1.bin,AES_512KB_1.bin,524288,512.0,0,0.9440666666099181,529.623614183379,0.0,0.0,14.609375,15.61328125,1.00390625,3
PRESENT,512KB_1.bin,PRESENT_512KB_1.bin,524288,512.0,0,19130.320433333207,0.026136519863451214,19.020833333333332,0.052083333333333336,14.60546875,16.84765625,2.2421875,3
XTEA,512KB_1.bin,XTEA_512KB_1.bin,524288,512.0,0,1161.511066666814,0.43047372887703,1.1510416666666667,0.010416666666666666,14.609375,15.6171875,1.0078125,3
SIMON,512KB_1.bin,SIMON_512KB_1.bin,524288,512.0,0,5802.316266666821,0.0861724830258569,5.755208333333333,0.015625,14.609375,15.61328125,1.00390625,3
PRINCE,512KB_1.bin,PRINCE_512KB_1.bin,524288,512.0,0,5012.5254000001105,0.09975011797446233,4.984375,0.010416666666666666,14.61328125,16.86328125,2.25,3
RECTANGLE,512KB_1.bin,RECTANGLE_512KB_1.bin,524288,512.0,0,16627.205233333978,0.03007119915724666,16.510416666666668,0.057291666666666664,14.61328125,16.85546875,2.2421875,3
ASCONv2,512KB_1.bin,ASCONv2_512KB_1.bin,524288,512.0,1,1120.4663333331457,0.4462427697515978,1.109375,0.010416666666666666,14.6171875,15.625,1.0078125,3
LEA,512KB_1.bin,LEA_512KB_1.bin,524288,512.0,0,3125.726433333208,0.15996281525725545,3.1145833333333335,0.0,14.62109375,16.87890625,2.2578125,3
MSEA,512KB_1.bin,MSEA_512KB_1.bin,524288,512.0,0,899.8575666670755,0.5556434912826458,0.8958333333333334,0.0,14.625,17.28125,2.65625,3
AES,512KB_2.bin,AES_512KB_2.bin,524288,512.0,0,0.31456666632341995,1589.4881865388998,0.0,0.0,14.625,15.62890625,1.00390625,3
PRESENT,512KB_2.bin,PRESENT_512KB_2.bin,524288,512.0,0,19040.34906666675,0.026260022767929814,18.927083333333332,0.052083333333333336,14.625,15.6328125,1.0078125,3
XTEA,512KB_2.bin,XTEA_512KB_2.bin,524288,512.0,0,1165.2835333334224,0.42908012144451635,1.1614583333333333,0.0,14.62890625,16.88671875,2.2578125,3
SIMON,512KB_2.bin,SIMON_512KB_2.bin,524288,512.0,0,5758.694699999978,0.08682523141919676,5.734374999999393,0.0,14.62890625,16.88671875,2.2578125,3
PRINCE,512KB_2.bin,PRINCE_512KB_2.bin,524288,512.0,0,5034.365266666403,0.09931738630699002,5.005208333333333,0.015625,14.62890625,16.88671875,2.2578125,3
RECTANGLE,512KB_2.bin,RECTANGLE_512KB_2.bin,524288,512.0,0,16690.427833333768,0.029957290789239723,16.583333333333332,0.0,14.62890625,16.88671875,2.2578125,3
ASCONv2,512KB_2.bin,ASCONv2_512KB_2.bin,524288,512.0,1,1095.9041666671208,0.4562442731836736,1.0833333333333333,0.010416666666666666,14.62890625,17.375,2.74609375,3
LEA,512KB_2.bin,LEA_512KB_2.bin,524288,512.0,0,3183.66053333375,0.15705192019214062,3.1666666666666665,0.0,14.640625,16.90234375,2.26171875,3
MSEA,512KB_2.bin,MSEA_512KB_2.bin,524288,512.0,0,893.4509000003649,0.5596278430071489,0.8854166666666666,0.005208333333333333,14.64453125,16.90234375,2.2578125,3
AES,512KB_3.bin,AES_512KB_3.bin,524288,512.0,0,0.29256666675792076,1709.012190420573,0.0,0.0,14.64453125,16.6484375,2.00390625,3
PRESENT,512KB_3.bin,PRESENT_512KB_3.bin,524288,512.0,0,18977.97766666675,0.02634632671521206,18.854166666666668,0.03125,14.64453125,16.890625,2.24609375,3
XTEA,512KB_3.bin,XTEA_512KB_3.bin,524288,512.0,0,1165.4548333329633,0.4290170547151123,1.1510416666666667,0.010416666666666666,14.6484375,16.890625,2.2421875,3
SIMON,512KB_3.bin,SIMON_512KB_3.bin,524288,512.0,0,5780.31639999972,0.08650045523460001,5.760416666666667,0.010416666666666666,14.6484375,16.890625,2.2421875,3
PRINCE,512KB_3.bin,PRINCE_512KB_3.bin,524288,512.0,0,4958.7850000007165,0.10083115117915532,4.921875,0.0,14.6484375,16.890625,2.2421875,3
RECTANGLE,512KB_3.bin,RECTANGLE_512KB_3.bin,524288,512.0,0,16524.916500000472,0.030257338970516776,16.432291666666668,0.046875,14.6484375,16.890625,2.2421875,3
ASCONv2,512KB_3.bin,ASCONv2_512KB_3.bin,524288,512.0,1,1108.0930666666973,0.4512256371245708,1.109375,0.0,14.6484375,15.65234375,1.00390625,3
LEA,512KB_3.bin,LEA_512KB_3.bin,524288,512.0,0,3115.9488333335808,0.16046476586878924,3.1145833333333335,0.0,14.640625,16.86328125,2.22265625,3
MSEA,512KB_3.bin,MSEA_512KB_3.bin,524288,512.0,0,1021.2717666672688,0.4895856483251832,1.0104166666666667,0.005208333333333333,14.6328125,16.8671875,2.234375,3
AES,512KB_4.bin,AES_512KB_4.bin,524288,512.0,0,0.5050000005818825,990.0990087601558,0.0,0.0,14.6328125,16.63671875,2.00390625,3
PRESENT,512KB_4.bin,PRESENT_512KB_4.bin,524288,512.0,0,19159.793299999972,0.026096314932583367,19.088541666666668,0.010416666666666666,14.63671875,16.8671875,2.23046875,3
XTEA,512KB_4.bin,XTEA_512KB_4.bin,524288,512.0,0,1171.8760666663002,0.4266662783056721,1.1666666666666667,0.0,14.6328125,16.85546875,2.22265625,3
SIMON,512KB_4.bin,SIMON_512KB_4.bin,524288,512.0,0,5780.7049000002735,0.08649464185587061,5.734375,0.026041666666666668,14.6328125,16.87109375,2.23828125,3
PRINCE,512KB_4.bin,PRINCE_512KB_4.bin,524288,512.0,0,5004.394300000665,0.09991219117165359,4.984375,0.005208333333333333,14.63671875,16.8671875,2.23046875,3
RECTANGLE,512KB_4.bin,RECTANGLE_512KB_4.bin,524288,512.0,0,16520.585800000237,0.03026527061770369,16.427083333333332,0.041666666666666664,14.6328125,16.85546875,2.22265625,3
ASCONv2,512KB_4.bin,ASCONv2_512KB_4.bin,524288,512.0,1,1103.8853666668729,0.45294558212119906,1.09375,0.0,14.6328125,17.36328125,2.73046875,3
LEA,512KB_4.bin,LEA_512KB_4.bin,524288,512.0,0,3153.505133333359,0.15855372953570668,3.140625,0.0,14.6171875,15.63671875,1.01953125,3
MSEA,512KB_4.bin,MSEA_512KB_4.bin,524288,512.0,0,893.0197333338583,0.5598980418197247,0.875,0.010416666666666666,14.6328125,16.87109375,2.23828125,3
AES,512KB_5.bin,AES_512KB_5.bin,524288,512.0,0,0.2999666667165002,1666.8518721533555,0.0,0.0,14.625,16.6328125,2.0078125,3
PRESENT,512KB_5.bin,PRESENT_512KB_5.bin,524288,512.0,0,19139.44293333346,0.026124062322064486,19.057291666667272,0.010416666666666666,14.63671875,16.87890625,2.2421875,3
XTEA,512KB_5.bin,XTEA_512KB_5.bin,524288,512.0,0,1171.6777333331265,0.42673850136046076,1.171875,0.0,14.6328125,16.86328125,2.23046875,3
SIMON,512KB_5.bin,SIMON_512KB_5.bin,524288,512.0,0,5739.156866666842,0.0871208108814749,5.697916666666667,0.005208333333333333,14.63671875,15.640625,1.00390625,3
PRINCE,512KB_5.bin,PRINCE_512KB_5.bin,524288,512.0,0,5003.195833333545,0.09993612416063642,4.953125,0.020833333333333332,14.6328125,16.86328125,2.23046875,3
RECTANGLE,512KB_5.bin,RECTANGLE_512KB_5.bin,524288,512.0,0,16466.880500000116,0.030363978168178027,16.395833333333332,0.03125,14.63671875,16.87890625,2.2421875,3
ASCONv2,512KB_5.bin,ASCONv2_512KB_5.bin,524288,512.0,1,1109.5244333337178,0.45064352345777703,1.1041666666666667,0.005208333333333333,14.6328125,16.1328125,1.5,3
LEA,512KB_5.bin,LEA_512KB_5.bin,524288,512.0,0,3202.1716333335157,0.15614403512765224,3.1822916666666665,0.010416666666666666,14.63671875,16.875,2.23828125,3
MSEA,512KB_5.bin,MSEA_512KB_5.bin,524288,512.0,0,916.3426000007652,0.5456474467077952,0.90625,0.010416666666666666,14.63671875,17.28125,2.64453125,3
AES,512KB_6.bin,AES_512KB_6.bin,524288,512.0,0,0.27803333311264095,1798.3455235471088,0.0,0.0,14.63671875,16.640625,2.00390625,3
PRESENT,512KB_6.bin,PRESENT_512KB_6.bin,524288,512.0,0,19097.734133333386,0.02618111638318887,18.979166666666668,0.052083333333333336,14.63671875,16.87890625,2.2421875,3
XTEA,512KB_6.bin,XTEA_512KB_6.bin,524288,512.0,0,1155.4496999997355,0.4327319484354139,1.1458333333333333,0.005208333333333333,14.63671875,15.640625,1.00390625,3
SIMON,512KB_6.bin,SIMON_512KB_6.bin,524288,512.0,0,5751.386733333372,0.08693555540303781,5.723958333333333,0.015625,14.63671875,16.87890625,2.2421875,3
PRINCE,512KB_6.bin,PRINCE_512KB_6.bin,524288,512.0,0,4972.628199999842,0.10055044935795036,4.947916666666667,0.005208333333333333,14.640625,16.8828125,2.2421875,3
RECTANGLE,512KB_6.bin,RECTANGLE_512KB_6.bin,524288,512.0,0,16513.450899999953,0.030278347210878947,16.416666666666668,0.020833333333333332,14.640625,16.8828125,2.2421875,3
ASCONv2,512KB_6.bin,ASCONv2_512KB_6.bin,524288,512.0,1,1104.0785333328433,0.45286633595770354,1.1041666666666667,0.0,14.640625,17.37109375,2.73046875,3
LEA,512KB_6.bin,LEA_512KB_6.bin,524288,512.0,0,3163.1937999997413,0.1580680892836983,3.1614583333333335,0.0,14.62890625,16.859375,2.23046875,3
MSEA,512KB_6.bin,MSEA_512KB_6.bin,524288,512.0,0,887.5510333333901,0.5633478878641397,0.8697916666666666,0.010416666666666666,14.62109375,15.63671875,1.015625,3
AES,512KB_7.bin,AES_512KB_7.bin,524288,512.0,0,0.2983333336790868,1675.9776516889103,0.0,0.0,14.6328125,16.640625,2.0078125,3
PRESENT,512KB_7.bin,PRESENT_512KB_7.bin,524288,512.0,0,18929.206733333558,0.026414207792422727,18.854166666666668,0.015625,14.64453125,16.875,2.23046875,3
XTEA,512KB_7.bin,XTEA_512KB_7.bin,524288,512.0,0,1122.1314333336825,0.4455806023672073,1.1145833333333333,0.0,14.640625,15.64453125,1.00390625,3
SIMON,512KB_7.bin,SIMON_512KB_7.bin,524288,512.0,0,5773.7122666670375,0.08659939687098965,5.729166666666667,0.020833333333333332,14.640625,16.87890625,2.23828125,3
PRINCE,512KB_7.bin,PRINCE_512KB_7.bin,524288,512.0,0,4984.403433333379,0.10031290738952466,4.958333333333333,0.010416666666666666,14.64453125,15.6484375,1.00390625,3
RECTANGLE,512KB_7.bin,RECTANGLE_512KB_7.bin,524288,512.0,0,16571.71759999983,0.030171887553768425,16.479166666666668,0.046875,14.640625,16.86328125,2.22265625,3
ASCONv2,512KB_7.bin,ASCONv2_512KB_7.bin,524288,512.0,1,1105.4010333330855,0.45232452740917356,1.0833333333333333,0.0,14.640625,15.64453125,1.00390625,3
LEA,512KB_7.bin,LEA_512KB_7.bin,524288,512.0,0,3168.7694333328786,0.15778995932629444,3.1458333333333335,0.015625,14.625,17.8046875,3.1796875,3
MSEA,512KB_7.bin,MSEA_512KB_7.bin,524288,512.0,0,901.62256666675,0.5545557736520206,0.890625,0.005208333333333333,14.640625,16.87890625,2.23828125,3
AES,512KB_8.bin,AES_512KB_8.bin,524288,512.0,0,0.37756666642962955,1324.2694455210585,0.0,0.0,14.6328125,15.64453125,1.01171875,3
PRESENT,512KB_8.bin,PRESENT_512KB_8.bin,524288,512.0,0,19114.212966665946,0.026158544998529123,19.046875,0.041666666666666664,14.64453125,16.88671875,2.2421875,3
XTEA,512KB_8.bin,XTEA_512KB_8.bin,524288,512.0,0,1184.4786999996966,0.42212662836413023,1.1875,0.0,14.640625,15.64453125,1.00390625,3
SIMON,512KB_8.bin,SIMON_512KB_8.bin,524288,512.0,0,5745.243799999419,0.08702850869445272,5.708333333333333,0.015625,14.64453125,16.88671875,2.2421875,3
PRINCE,512KB_8.bin,PRINCE_512KB_8.bin,524288,512.0,0,4984.121499999674,0.10031858171997467,4.963541666666667,0.0,14.640625,16.87109375,2.23046875,3
RECTANGLE,512KB_8.bin,RECTANGLE_512KB_8.bin,524288,512.0,0,16423.040733333135,0.03044503195959148,16.296875,0.052083333333333336,14.64453125,16.88671875,2.2421875,3
ASCONv2,512KB_8.bin,ASCONv2_512KB_8.bin,524288,512.0,1,1111.6407666668238,0.44978559170622595,1.109375,0.0,14.64453125,17.36328125,2.71875,3
LEA,512KB_8.bin,LEA_512KB_8.bin,524288,512.0,0,3125.937333333544,0.1599520229238866,3.1197916666666665,0.0,14.64453125,16.8828125,2.23828125,3
MSEA,512KB_8.bin,MSEA_512KB_8.bin,524288,512.0,0,880.0974666664843,0.5681188947104158,0.8802083333333334,0.0,14.64453125,17.2890625,2.64453125,3
AES,512KB_9.bin,AES_512KB_9.bin,524288,512.0,0,0.3436999995756196,1454.7570573679675,0.0,0.0,14.64453125,15.6484375,1.00390625,3
PRESENT,512KB_9.bin,PRESENT_512KB_9.bin,524288,512.0,0,18998.66110000039,0.02631764403650475,18.932291666666668,0.010416666666666666,14.64453125,15.6484375,1.00390625,3
XTEA,512KB_9.bin,XTEA_512KB_9.bin,524288,512.0,0,1132.638866666942,0.441446973713138,1.1302083333333333,0.0,14.64453125,16.88671875,2.2421875,3
SIMON,512KB_9.bin,SIMON_512KB_9.bin,524288,512.0,0,5757.74396666687,0.0868395682223167,5.713541666666667,0.010416666666666666,14.64453125,16.88671875,2.2421875,3
PRINCE,512KB_9.bin,PRINCE_512KB_9.bin,524288,512.0,0,4941.537766665836,0.10118307774006167,4.885416666666667,0.015625,14.64453125,16.88671875,2.2421875,3
RECTANGLE,512KB_9.bin,RECTANGLE_512KB_9.bin,524288,512.0,0,16635.724299999612,0.030055799854774683,16.494791666666668,0.03125,14.64453125,16.88671875,2.2421875,3
ASCONv2,512KB_9.bin,ASCONv2_512KB_9.bin,524288,512.0,1,1105.6331333335645,0.45222957319709073,1.0989583333333333,0.0,14.64453125,15.6484375,1.00390625,3
LEA,512KB_9.bin,LEA_512KB_9.bin,524288,512.0,0,3133.287366666991,0.15957680911083202,3.09375,0.005208333333333333,14.6328125,16.86328125,2.23046875,3
MSEA,512KB_9.bin,MSEA_512KB_9.bin,524288,512.0,0,884.4884000003125,0.5652985386804659,0.8854166666666666,0.0,14.625,17.28125,2.65625,3
AES,64KB_0.bin,AES_64KB_0.bin,65536,64.0,0,0.20649999896704685,302.66343977063997,0.0,0.0,14.203125,14.47265625,0.26953125,3
PRESENT,64KB_0.bin,PRESENT_64KB_0.bin,65536,64.0,0,2443.945700000768,0.025573399605392365,2.4270833333333335,0.005208333333333333,14.47265625,14.5234375,0.05078125,3
XTEA,64KB_0.bin,XTEA_64KB_0.bin,65536,64.0,0,165.92723333269532,0.3766711391775169,0.16666666666666666,0.0,14.5234375,14.5234375,0.0,3
SIMON,64KB_0.bin,SIMON_64KB_0.bin,65536,64.0,0,743.2242999996864,0.0840930523935054,0.734375,0.010416666666666666,14.5234375,14.5234375,0.0,3
PRINCE,64KB_0.bin,PRINCE_64KB_0.bin,65536,64.0,0,634.9201000005754,0.09843758293357441,0.6197916666666666,0.0,14.5234375,14.5234375,0.0,3
RECTANGLE,64KB_0.bin,RECTANGLE_64KB_0.bin,65536,64.0,0,2090.924066666048,0.02989109025831601,2.0729166666666665,0.010416666666666666,14.5234375,14.5234375,0.0,3
ASCONv2,64KB_0.bin,ASCONv2_64KB_0.bin,65536,64.0,1,135.65443333269891,0.4607295055865649,0.13541666666666666,0.0,14.5234375,14.5859375,0.0625,3
LEA,64KB_0.bin,LEA_64KB_0.bin,65536,64.0,0,390.63379999970493,0.15999639560132076,0.3854166666666667,0.005208333333333333,14.5859375,14.59375,0.0078125,3
MSEA,64KB_0.bin,MSEA_64KB_0.bin,65536,64.0,0,108.28633333342925,0.5771734814175808,0.09895833333333333,0.0,14.59375,14.6015625,0.0078125,3
AES,64KB_1.bin,AES_64KB_1.bin,65536,64.0,0,0.059233333255785205,1055.1491291247862,0.0,0.0,14.6015625,14.6015625,0.0,3
PRESENT,64KB_1.bin,PRESENT_64KB_1.bin,65536,64.0,0,2381.172399999438,0.026247574514140493,2.359375,0.005208333333333333,14.6015625,14.6015625,0.0,3
XTEA,64KB_1.bin,XTEA_64KB_1.bin,65536,64.0,0,145.93333333323244,0.4282777523986515,0.14583333333333334,0.0,14.6015625,14.6015625,0.0,3
SIMON,64KB_1.bin,SIMON_64KB_1.bin,65536,64.0,0,730.3922666663615,0.08557045693441001,0.7291666666666666,0.0,14.6015625,14.6015625,0.0,3
PRINCE,64KB_1.bin,PRINCE_64KB_1.bin,65536,64.0,0,625.1194333338693,0.09998089431754947,0.6197916666666666,0.0,14.6015625,14.6015625,0.0,3
RECTANGLE,64KB_1.bin,RECTANGLE_64KB_1.bin,65536,64.0,0,2053.865133333602,0.030430430404433155,2.0416666666666665,0.005208333333333333,14.6015625,14.6015625,0.0,3
ASCONv2,64KB_1.bin,ASCONv2_64KB_1.bin,65536,64.0,1,142.453600000105,0.4387393509181511,0.140625,0.005208333333333333,14.6015625,14.6015625,0.0,3
LEA,64KB_1.bin,LEA_64KB_1.bin,65536,64.0,0,389.46103333303955,0.16047818562262792,0.3854166666666667,0.0,14.6015625,14.6015625,0.0,3
MSEA,64KB_1.bin,MSEA_64KB_1.bin,65536,64.0,0,111.56516666596872,0.5602106989821285,0.109375,0.0,14.6015625,14.6015625,0.0,3
AES,64KB_2.bin,AES_64KB_2.bin,65536,64.0,0,0.05623333405916734,1111.440412447162,0.0,0.0,14.6015625,14.6015625,0.0,3
PRESENT,64KB_2.bin,PRESENT_64KB_2.bin,65536,64.0,0,2387.9769333331446,0.02617278212681993,2.359375,0.020833333333333332,14.6015625,14.6015625,0.0,3
XTEA,64KB_2.bin,XTEA_64KB_2.bin,65536,64.0,0,146.50113333361028,0.42661786006580504,0.14583333333333334,0.0,14.6015625,14.6015625,0.0,3
SIMON,64KB_2.bin,SIMON_64KB_2.bin,65536,64.0,0,719.0934333333038,0.08691499199246741,0.71875,0.0,14.6015625,14.6015625,0.0,3
PRINCE,64KB_2.bin,PRINCE_64KB_2.bin,65536,64.0,0,616.4484333336683,0.10138723147045504,0.6041666666666666,0.005208333333333333,14.6015625,14.6015625,0.0,3
RECTANGLE,64KB_2.bin,RECTANGLE_64KB_2.bin,65536,64.0,0,2067.064599999867,0.030236113568973134,2.0520833333333335,0.015625,14.6015625,14.60546875,0.00390625,3
ASCONv2,64KB_2.bin,ASCONv2_64KB_2.bin,65536,64.0,1,135.07593333330684,0.46270270697133015,0.13541666666666666,0.0,14.60546875,14.60546875,0.0,3
LEA,64KB_2.bin,LEA_64KB_2.bin,65536,64.0,0,396.4431333333778,0.15765186667375664,0.3958333333333333,0.0,14.60546875,14.60546875,0.0,3
MSEA,64KB_2.bin,MSEA_64KB_2.bin,65536,64.0,0,109.85253333334792,0.5689445486918678,0.109375,0.0,14.60546875,14.60546875,0.0,3
AES,64KB_3.bin,AES_64KB_3.bin,65536,64.0,0,0.057766666335131354,1081.9388406007085,0.0,0.0,14.60546875,14.60546875,0.0,3
PRESENT,64KB_3.bin,PRESENT_64KB_3.bin,65536,64.0,0,2373.256400000173,0.026335123335175854,2.359375,0.0,14.60546875,14.60546875,0.0,3
XTEA,64KB_3.bin,XTEA_64KB_3.bin,65536,64.0,0,140.59373333414746,0.44454328452504344,0.140625,0.0,14.60546875,14.60546875,0.0,3
SIMON,64KB_3.bin,SIMON_64KB_3.bin,65536,64.0,0,702.5942000000214,0.08895604318965072,0.6979166666666666,0.005208333333333333,14.60546875,14.60546875,0.0,3
PRINCE,64KB_3.bin,PRINCE_64KB_3.bin,65536,64.0,0,627.8403666668358,0.09954759731650974,0.6302083333333334,0.0,14.60546875,14.60546875,0.0,3
RECTANGLE,64KB_3.bin,RECTANGLE_64KB_3.bin,65536,64.0,0,2079.2237666670794,0.030059294724292827,2.0625,0.0,14.61328125,14.61328125,0.0,3
ASCONv2,64KB_3.bin,ASCONv2_64KB_3.bin,65536,64.0,1,148.16833333316026,0.42181752736238964,0.15104166666666666,0.0,14.61328125,14.61328125,0.0,3
LEA,64KB_3.bin,LEA_64KB_3.bin,65536,64.0,0,399.3998999994801,0.15648476627080116,0.4010416666666667,0.0,14.61328125,14.61328125,0.0,3
MSEA,64KB_3.bin,MSEA_64KB_3.bin,65536,64.0,0,110.50996666623784,0.5655598484502531,0.109375,0.0,14.61328125,14.61328125,0.0,3
AES,64KB_4.bin,AES_64KB_4.bin,65536,64.0,0,0.11180000001331791,559.0339891999538,0.0,0.0,14.61328125,14.61328125,0.0,3
