algorithm,infile,outfile,file_bytes,file_kb,has_tag,elapsed_ms,throughput_mb_s,cpu_user_s,cpu_system_s,rss_mb_before,rss_mb_after,rss_mb_delta,repeats
PRESENT,64KB_4.bin,PRESENT_64KB_4.bin,65536,64.0,0,2370.598700000604,0.026364647884091087,2.3541666666666665,0.0,14.61328125,14.61328125,0.0,3
XTEA,64KB_4.bin,XTEA_64KB_4.bin,65536,64.0,0,142.65886666665514,0.438108064786755,0.140625,0.0,14.61328125,14.6171875,0.00390625,3
SIMON,64KB_4.bin,SIMON_64KB_4.bin,65536,64.0,0,727.3180333340861,0.08593214678521695,0.7135416666666666,0.005208333333333333,14.6171875,14.6171875,0.0,3
PRINCE,64KB_4.bin,PRINCE_64KB_4.bin,65536,64.0,0,621.0627666672129,0.10063395095376837,0.6197916666666666,0.0,14.6171875,14.6171875,0.0,3
RECTANGLE,64KB_4.bin,RECTANGLE_64KB_4.bin,65536,64.0,0,2082.609966667102,0.03001042009801848,2.0677083333333335,0.005208333333333333,14.6171875,14.6171875,0.0,3
ASCONv2,64KB_4.bin,ASCONv2_64KB_4.bin,65536,64.0,1,135.43030000073486,0.46149199994137846,0.13541666666666666,0.0,14.6171875,14.6171875,0.0,3
LEA,64KB_4.bin,LEA_64KB_4.bin,65536,64.0,0,419.73756666629924,0.14890256427699952,0.4114583333333333,0.005208333333333333,14.6171875,14.6171875,0.0,3
MSEA,64KB_4.bin,MSEA_64KB_4.bin,65536,64.0,0,116.51020000014493,0.5364337199654816,0.11458333333333333,0.005208333333333333,14.6171875,14.6171875,0.0,3
AES,64KB_5.bin,AES_64KB_5.bin,65536,64.0,0,0.056799999583745375,1100.352120739906,0.0,0.0,14.6171875,14.6171875,0.0,3
PRESENT,64KB_5.bin,PRESENT_64KB_5.bin,65536,64.0,0,2401.880600000368,0.02602127682782834,2.390625,0.005208333333333333,14.6171875,14.6171875,0.0,3
XTEA,64KB_5.bin,XTEA_64KB_5.bin,65536,64.0,0,181.90303333297683,0.34358965243637585,0.18229166666666666,0.0,14.6171875,14.6171875,0.0,3
SIMON,64KB_5.bin,SIMON_64KB_5.bin,65536,64.0,0,710.3822666655711,0.08798079982115223,0.7083333333333334,0.0,14.6171875,14.6171875,0.0,3
PRINCE,64KB_5.bin,PRINCE_64KB_5.bin,65536,64.0,0,619.1355000003872,0.10094720784054688,0.6145833333333334,0.0,14.6171875,14.6171875,0.0,3
RECTANGLE,64KB_5.bin,RECTANGLE_64KB_5.bin,65536,64.0,0,2117.9132666669225,0.02951017918611923,2.109375,0.0,14.6171875,14.6171875,0.0,3
ASCONv2,64KB_5.bin,ASCONv2_64KB_5.bin,65536,64.0,1,135.63643333388123,0.4607906479386011,0.13541666666666666,0.0,14.6171875,14.6171875,0.0,3
LEA,64KB_5.bin,LEA_64KB_5.bin,65536,64.0,0,382.70030000057886,0.16331317221310113,0.375,0.0,14.62109375,14.62109375,0.0,3
MSEA,64KB_5.bin,MSEA_64KB_5.bin,65536,64.0,0,112.47816666703632,0.5556633954126913,0.10416666666666667,0.0,14.62109375,14.62109375,0.0,3
AES,64KB_6.bin,AES_64KB_6.bin,65536,64.0,0,0.06476666627956244,965.0025791079245,0.0,0.0,14.62109375,14.62109375,0.0,3
PRESENT,64KB_6.bin,PRESENT_64KB_6.bin,65536,64.0,0,2369.3687666673213,0.02637833370611638,2.359375,0.0,14.62109375,14.62109375,0.0,3
XTEA,64KB_6.bin,XTEA_64KB_6.bin,65536,64.0,0,140.72556666663635,0.44412683125345476,0.13541666666666666,0.0,14.62109375,14.62109375,0.0,3
SIMON,64KB_6.bin,SIMON_64KB_6.bin,65536,64.0,0,715.2021666667375,0.08738787843902478,0.7083333333333334,0.0,14.62109375,14.62109375,0.0,3
PRINCE,64KB_6.bin,PRINCE_64KB_6.bin,65536,64.0,0,629.3203666676467,0.09931348691437976,0.6302083333333334,0.0,14.62109375,14.62109375,0.0,3
RECTANGLE,64KB_6.bin,RECTANGLE_64KB_6.bin,65536,64.0,0,2087.264199999481,0.029943502121109314,2.0833333333333335,0.0,14.62109375,14.62109375,0.0,3
ASCONv2,64KB_6.bin,ASCONv2_64KB_6.bin,65536,64.0,1,140.19160000013167,0.4458184370528712,0.140625,0.0,14.62109375,14.62109375,0.0,3
LEA,64KB_6.bin,LEA_64KB_6.bin,65536,64.0,0,383.8777000000846,0.16281227067888088,0.3802083333333333,0.0,14.62109375,14.62109375,0.0,3
MSEA,64KB_6.bin,MSEA_64KB_6.bin,65536,64.0,0,110.22036666630204,0.5670458363581936,0.10416666666666667,0.005208333333333333,14.62109375,14.62109375,0.0,3
AES,64KB_7.bin,AES_64KB_7.bin,65536,64.0,0,0.05696666691316447,1097.132821466808,0.0,0.0,14.62109375,14.62109375,0.0,3
PRESENT,64KB_7.bin,PRESENT_64KB_7.bin,65536,64.0,0,2352.548666667038,0.02656693180700341,2.3333333333333335,0.015625,14.62109375,14.62109375,0.0,3
XTEA,64KB_7.bin,XTEA_64KB_7.bin,65536,64.0,0,145.58876666645423,0.429291362452354,0.14583333333333334,0.0,14.62109375,14.62109375,0.0,3
SIMON,64KB_7.bin,SIMON_64KB_7.bin,65536,64.0,0,718.6989333337502,0.08696270037592525,0.7135416666666666,0.0,14.62109375,14.62109375,0.0,3
PRINCE,64KB_7.bin,PRINCE_64KB_7.bin,65536,64.0,0,618.9529999998437,0.10097697240342286,0.6145833333333334,0.0,14.62109375,14.62109375,0.0,3
RECTANGLE,64KB_7.bin,RECTANGLE_64KB_7.bin,65536,64.0,0,2071.548633332592,0.030170665073623436,2.0572916666666665,0.005208333333333333,14.62109375,14.62109375,0.0,3
ASCONv2,64KB_7.bin,ASCONv2_64KB_7.bin,65536,64.0,1,140.33196666665995,0.44537250837836895,0.140625,0.0,14.62109375,14.62109375,0.0,3
LEA,64KB_7.bin,LEA_64KB_7.bin,65536,64.0,0,381.4816000000671,0.16383490055611857,0.3802083333333333,0.0,14.62109375,14.62109375,0.0,3
MSEA,64KB_7.bin,MSEA_64KB_7.bin,65536,64.0,0,111.49653333389627,0.5605555449229314,0.109375,0.0,14.62109375,14.62109375,0.0,3
AES,64KB_8.bin,AES_64KB_8.bin,65536,64.0,0,0.05576666626438964,1120.7411915872403,0.0,0.0,14.62109375,14.62109375,0.0,3
PRESENT,64KB_8.bin,PRESENT_64KB_8.bin,65536,64.0,0,2402.285233333411,0.026016893886191442,2.3958333333333335,0.0,14.62109375,14.62109375,0.0,3
XTEA,64KB_8.bin,XTEA_64KB_8.bin,65536,64.0,0,143.28966666653287,0.43617939418793883,0.140625,0.0,14.62109375,14.625,0.00390625,3
SIMON,64KB_8.bin,SIMON_64KB_8.bin,65536,64.0,0,718.6943999998524,0.08696324891360338,0.7135416666666666,0.0,14.625,14.625,0.0,3
PRINCE,64KB_8.bin,PRINCE_64KB_8.bin,65536,64.0,0,614.3749333326317,0.10172941083545407,0.6145833333333334,0.0,14.625,14.625,0.0,3
RECTANGLE,64KB_8.bin,RECTANGLE_64KB_8.bin,65536,64.0,0,2160.973499999576,0.028922150132804622,2.15625,0.0,14.625,14.625,0.0,3
ASCONv2,64KB_8.bin,ASCONv2_64KB_8.bin,65536,64.0,1,140.69799999985358,0.4442138481006485,0.140625,0.0,14.625,14.625,0.0,3
LEA,64KB_8.bin,LEA_64KB_8.bin,65536,64.0,0,401.107700000163,0.1558184996198642,0.4010416666666667,0.0,14.625,14.625,0.0,3
MSEA,64KB_8.bin,MSEA_64KB_8.bin,65536,64.0,0,108.35039999983564,0.5768322036660206,0.109375,0.0,14.625,14.62890625,0.00390625,3
AES,64KB_9.bin,AES_64KB_9.bin,65536,64.0,0,0.05526666670145156,1130.8805782990792,0.0,0.0,14.62890625,14.62890625,0.0,3
PRESENT,64KB_9.bin,PRESENT_64KB_9.bin,65536,64.0,0,2372.3511333331166,0.02634517256818912,2.359375,0.005208333333333333,14.62890625,14.62890625,0.0,3
XTEA,64KB_9.bin,XTEA_64KB_9.bin,65536,64.0,0,144.0187333337235,0.43397132132230026,0.14583333333333334,0.0,14.62890625,14.62890625,0.0,3
SIMON,64KB_9.bin,SIMON_64KB_9.bin,65536,64.0,0,725.8546666659337,0.08610539116195406,0.71875,0.005208333333333333,14.62890625,14.62890625,0.0,3
PRINCE,64KB_9.bin,PRINCE_64KB_9.bin,65536,64.0,0,609.7200666669474,0.10250605715120724,0.5989583333333334,0.0,14.64453125,14.64453125,0.0,3
RECTANGLE,64KB_9.bin,RECTANGLE_64KB_9.bin,65536,64.0,0,2072.6380000002487,0.03015480754477748,2.0729166666666665,0.0,14.64453125,14.64453125,0.0,3
ASCONv2,64KB_9.bin,ASCONv2_64KB_9.bin,65536,64.0,1,141.18326666660627,0.44268702287211614,0.140625,0.0,14.64453125,14.64453125,0.0,3
LEA,64KB_9.bin,LEA_64KB_9.bin,65536,64.0,0,385.0042000000637,0.1623358914006384,0.3697916666666667,0.010416666666666666,14.64453125,14.64453125,0.0,3
MSEA,64KB_9.bin,MSEA_64KB_9.bin,65536,64.0,0,111.6762333343407,0.5596535460941366,0.109375,0.0,14.64453125,14.64453125,0.0,3
